 8 
-7.47795851380182E-06        119.999997856384            101
 2.14359155492983E-06        2.1435918412371E-06         101
 119.999994665607            119.999997831771            101
 119.999997856381            8.54975438135003E-06        101
-9.62155041247625E-06        119.999999999975            0 
 0             0             0 
 119.999996809198            119.999999975363            0 
 119.999999999973            6.40616276898288E-06        0 



-7.47795851380182E-06        119.999997856384            80 
 2.14359155492983E-06        2.1435918412371E-06         80 
 119.999994665607            119.999997831771            80 
 119.999997856381            8.54975438135003E-06        80 
-9.62155041247625E-06        119.999999999975            0 
 0             0             0 
 119.999996809198            119.999999975363            0 
 119.999999999973            6.40616276898288E-06        0 
